4
6
5
6
3
6
5
6
4
5
6
2
5
6
4
6
5
3
6
5
6
7
4
6
5
6
1
7
6
7
5
6
4
6
5
6
3
6
5
4
5
6
2
5
6
4
6
5
6
3
6
5
6
4
6
5
6
0
5
4
5
3
6
5
6
4
5
6
2
5
4
6
5
6
3
5
4
6
5
1
6
5
6
4
6
5
6
3
5
4
6
5
2
5
4
5
3
5
4
5
