99
50
26
13
9
4
4
2
4
2
3
1
7
3
3
1
3
1
2
1
5
2
3
1
3
1
2
1
5
2
3
1
3
1
2
1
4
2
3
1
3
1
2
1
6
3
3
1
3
1
2
1
5
2
3
1
3
1
2
1
5
2
3
1
3
1
2
1
4
2
3
1
3
1
2
1
5
2
3
1
3
1
2
1
4
2
3
1
3
1
2
1
4
2
3
1
3
1
2
1
